강릉
	22
	22
	22
	22
	22
	22
	22
	22
	21
	21
	21
	20
	20
광주
	21
	21
	20
	20
	22
	22
	21
	21
	20
	20
	20
	21
	21
군산
	22
	22
	22
	22
	22
	22
	20
	20
	20
	20
	19
	20
	19
대구
	21
	21
	20
	20
	20
	20
	20
	20
	19
	19
	19
	19
	19
대전
	20
	20
	20
	20
	20
	20
	20
	20
	19
	19
	19
	20
	19
목포
	22
	22
	21
	21
	22
	22
	21
	21
	21
	21
	21
	22
	22
부산
	23
	23
	23
	23
	23
	23
	23
	23
	22
	22
	22
	22
	22
서귀포
	24
	24
	24
	24
	24
	24
	23
	23
	23
	23
	23
	23
	23
서울
	21
	21
	20
	20
	21
	21
	20
	20
	18
	18
	18
	19
	20
세종
	19
	19
	18
	18
	18
	18
	18
	18
	17
	17
	17
	19
	19
수원
	21
	21
	20
	20
	21
	21
	20
	20
	17
	17
	18
	19
	20
안동
	20
	20
	19
	19
	19
	19
	19
	19
	18
	18
	18
	18
	18
여수
	22
	22
	21
	21
	23
	23
	21
	21
	21
	21
	21
	22
	23
울산
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	20
원주
	20
	20
	20
	20
	20
	20
	19
	19
	18
	18
	18
	18
	18
인천
	21
	21
	21
	21
	22
	22
	21
	21
	18
	18
	19
	20
	20
전주
	22
	22
	21
	21
	21
	21
	20
	20
	19
	19
	19
	20
	20
제주
	24
	24
	23
	23
	23
	23
	22
	22
	22
	22
	22
	22
	23
창원
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	21
청주
	20
	20
	19
	19
	21
	21
	19
	19
	18
	18
	18
	19
	20
춘천
	20
	20
	20
	20
	20
	20
	19
	19
	17
	17
	17
	18
	18
파주
	18
	18
	16
	16
	18
	18
	17
	17
	14
	14
	15
	16
	17
포항
	22
	22
	22
	22
	22
	22
	21
	21
	20
	20
	20
	20
	20
홍성
	18
	18
	18
	18
	18
	18
	19
	19
	18
	18
	18
	21
	20
